id	route	name	reference	status	level	funding	duration	core_options	eqa	link	last_updated
674	Health and science	Nutritionist	ST0891	Proposal in development	7	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/nutritionist	15/07/2019
675	Construction	Thatcher	ST0821	In development	2	0	24	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/thatcher	05/09/2019
676	Creative and design	Archivist and records manager	ST0904	In development	7	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/archivist-and-records-manager	20/09/2019
677	Engineering and manufacturing	Naval architect	ST0897	In development	6	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/naval-architect	20/09/2019
678	Creative and design	VFX artist or technical director	ST0902	In development	6	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/vfx-artist-or-technical-director	25/09/2019
679	Agriculture, environmental and animal care	Horticulture or landscape technical manager	ST0924	Proposal in development	5	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/horticulture-or-landscape-technical-manager	30/10/2019
680	Agriculture, environmental and animal care	Professional arboriculturist	ST0922	In development	6	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/professional-arboriculturist	30/10/2019
681	Agriculture, environmental and animal care	Arboriculturist	ST0921	In development	4	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/arboriculturist	30/10/2019
682	Business and administration	Senior people professional	ST0813	In development	7	0	36	1	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/senior-people-professional	28/11/2019
683	Construction	Land referencer	ST0877	In development	4	0	30	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/land-referencer	19/12/2019
684	Care services	Youth support worker	ST0906	In development	3	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/youth-support-worker	07/01/2020
685	Health and science	Specialist clinical practitioner	ST0895	In development	6	0	18	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/specialist-clinical-practitioner	07/01/2020
686	Sales, marketing and procurement	Market research executive	ST0883	In development	4	0	18	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/market-research-executive	07/01/2020
687	Engineering and manufacturing	Airworthiness planning, quality and safety technician	ST0000	Withdrawn	3	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/airworthiness-planning,-quality-and-safety-technician	11/02/2020
688	Agriculture, environmental and animal care	General farm worker	ST0937	In development	2	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/general-farm-worker	19/02/2020
689	Agriculture, environmental and animal care	Livestock unit manager	ST0938	In development	3	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/livestock-unit-manager	19/02/2020
690	Business and administration	Asset management professional	ST0860	In development	7	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/asset-management-professional	19/02/2020
691	Creative and design	Stained glass craftsperson	ST0912	In development	4	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/stained-glass-craftsperson	19/02/2020
692	Business and administration	Corporate responsibility and sustainability practitioner	ST0934	In development	4	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/corporate-responsibility-and-sustainability-practitioner	19/02/2020
693	Engineering and manufacturing	Space systems engineer	ST0856	In development	6	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/space-systems-engineer	19/02/2020
694	Health and science	Embalmer	ST0890	In development	5	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/embalmer	19/02/2020
695	Protective services	Youth justice practitioner	ST0878	In development	5	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/youth-justice-practitioner	19/02/2020
696	Business and administration	Asset manager	ST0861	In development	4	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/asset-manager	19/02/2020
697	Protective services	Non home office police officer	ST0764	In development	4	0	24	1	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/non-home-office-police-officer	02/03/2020
698	Creative and design	Costume performance technician	ST0783	In development	3	0	15	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/costume-performance-technician	03/03/2020
699	Health and science	Clinical pharmacology scientist	ST0798	In development	7	0	30	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/clinical-pharmacology-scientist	05/03/2020
700	Construction	Fire safety engineer (degree)	ST0859	In development	6	0	60	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/fire-safety-engineer-(degree)	16/03/2020
701	Engineering and manufacturing	Materials process engineering technician	ST0658	Withdrawn	3	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/materials-process-engineering-technician	20/03/2020
702	Engineering and manufacturing	Materials processing engineering operative	ST0657	Withdrawn	2	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/materials-processing-engineering-operative	23/03/2020
703	Transport and logistics	Aviation movement specialist	ST0954	In development	3	0	18	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/aviation-movement-specialist	25/03/2020
704	Agriculture, environmental and animal care	Vet technician	ST0946	In development	5	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/vet-technician	17/04/2020
705	Construction	Town planning assistant	ST0936	In development	3	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/town-planning-assistant	17/04/2020
706	Engineering and manufacturing	Radiation protection practitioner	ST0775	In development	6	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/radiation-protection-practitioner	17/04/2020
707	Health and science	Outdoor learning specialist	ST0945	In development	5	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/outdoor-learning-specialist	17/04/2020
708	Agriculture, environmental and animal care	Professional forester	ST0923	In development	6	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/professional-forester	17/04/2020
709	Health and science	Clinical Scientist	ST0893	In development	7	0	36	0	TBC - Quality Assurance Agency (QAA)	https://www.instituteforapprenticeships.org/apprenticeship-standards/clinical-scientist	23/04/2020
710	Construction	Damp control and timber preservation operative	ST0670	In development	2	0	12	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/damp-control-and-timber-preservation-operative	24/04/2020
711	Construction	Stonemasonry	ST0442	In development	2	0	24	1	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/stonemasonry	01/05/2020
712	Digital	Digital accessibility specialist	ST0863	In development	4	0	24	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/digital-accessibility-specialist	15/05/2020
713	Agriculture, environmental and animal care	Fisher	ST0952	In development	2	0	18	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/fisher	19/05/2020
714	Creative and design	Audiovisual technician	ST0940	In development	5	0	24	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/audiovisual-technician	19/05/2020
715	Creative and design	Scenic construction technician	ST0917	In development	3	0	30	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/scenic-construction-technician	19/05/2020
716	Health and science	Medical statistician	ST0892	In development	7	0	33	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/medical-statistician	19/05/2020
717	Digital	Radio network technician	ST0757	In development	3	0	24	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/radio-network-technician	12/06/2020
718	Protective services	Anti-social behaviour and community safety officer	ST0930	In development	4	0	24	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/anti-social-behaviour-and-community-safety-officer	12/06/2020
719	Digital	Applications support lead	ST0949	In development	4	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/applications-support-lead	26/06/2020
720	Digital	Spatial data specialist	ST0957	Proposal in development	7	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/spatial-data-specialist	26/06/2020
721	Creative and design	VFX supervisor	ST0901	In development	7	0	18	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/vfx-supervisor	30/06/2020
722	Care services	Play therapist	ST0905	In development	7	0	36	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/play-therapist	07/07/2020
723	Education and childcare	Special educational needs coordinator (SENCO)	ST0961	In development	7	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/special-educational-needs-coordinator-(senco)	10/07/2020
724	Transport and logistics	Aviation customer service	ST0907	In development	2	0	12	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/aviation-customer-service	14/07/2020
725	Creative and design	Post production engineer	ST0933	In development	5	0	24	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/post-production-engineer	14/07/2020
726	Engineering and manufacturing	Healthcare engineering specialist technician	ST0950	In development	3	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/healthcare-engineering-specialist-technician	27/07/2020
727	Health and science	Community health and wellbeing worker	ST0958	In development	3	0	12	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/community-health-and-wellbeing-worker	03/08/2020
728	Health and science	Clinical photographer	ST0858	In development	7	0	24	0	TBC - Quality Assurance Agency (QAA)	https://www.instituteforapprenticeships.org/apprenticeship-standards/clinical-photographer	07/08/2020
729	Transport and logistics	Aviation ground handler	ST0908	In development	2	0	12	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/aviation-ground-handler	03/09/2020
730	Engineering and manufacturing	Home kitchen living spaces designer	ST0965	In development	6	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/home-kitchen-living-spaces-designer	18/09/2020
731	Creative and design	Assistant recording technician	ST0944	In development	4	0	24	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/assistant-recording-technician	23/09/2020
732	Education and childcare	Education technician (he assistant technician and simulation-based technician)	ST0666	In development	3	0	24	1	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/education-technician-(he-assistant-technician-and-simulation-based-technician)	23/09/2020
733	Digital	Game software development engineer	ST0953	In development	7	0	0	0	TBC	https://www.instituteforapprenticeships.org/apprenticeship-standards/game-software-development-engineer	23/09/2020
734	Construction	Lightning protection operative	ST0651	In development	2	0	18	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/lightning-protection-operative	25/09/2020
735	Construction	Mastic asphalter	ST0750	In development	2	0	34	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/mastic-asphalter	25/09/2020
736	Engineering and manufacturing	Signage technician	ST0824	In development	3	0	24	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/signage-technician	30/09/2020
737	Construction	Chartered landscape professional	ST0742	In development	7	0	60	1	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/chartered-landscape-professional	07/10/2020
